NO,PROVINSI,KABUPATEN,STASIUN,BUJUR,LINTANG,HTH,KRITERIA
1,Sulawesi Selatan,BANTAENG,Allu / Karatuang,119.9619444,-5.525416667,3,1
2,Sulawesi Selatan,BANTAENG,Bonto Jaya / Campagaloe,119.8638056,-5.544194444,3,1
3,Sulawesi Selatan,BANTAENG,Dampang,120.0386111,-5.494972222,3,1
4,Sulawesi Selatan,BANTAENG,Layoa,120.0851111,-5.535,1,1
5,Sulawesi Selatan,BANTAENG,Pajukukang / Nipa-Nipa,120.0176944,-5.561611111,4,1
6,Sulawesi Selatan,BANTAENG,Bonto Maccini,119.9343889,-5.504555556,3,1
7,Sulawesi Selatan,BANTAENG,Tompobulu / Banyorang,120.0415,-5.456166667,2,1
8,Sulawesi Selatan,BARRU,Bpp. Jampue,119.6234722,-4.394861111,7,2
9,Sulawesi Selatan,BARRU,Sumpang Binangae,119.6187778,-4.409194444,7,2
10,Sulawesi Selatan,BARRU,Bojo,119.6155278,-4.084194444,8,2
11,Sulawesi Selatan,BARRU,Bpp. Palanro,119.6388056,-4.170527778,8,2
12,Sulawesi Selatan,BARRU,Bpp. Pujananting / Doi-Doi,119.7014167,-4.588833333,1,1
13,Sulawesi Selatan,BARRU,Tompo Lemo-Lemo / Sdn. Menrong,119.7730556,-4.511055556,3,1
14,Sulawesi Selatan,BARRU,Bpp. Tanete Rilau,119.6081389,-4.480722222,4,1
15,Sulawesi Selatan,BONE,Bpp. Amali,120.1101389,-4.404027778,3,1
16,Sulawesi Selatan,BONE,Bpp. Barebbo / Attabaja,120.3466667,-4.601805556,2,1
17,Sulawesi Selatan,BONE,Bpp. Bengo / Selli,120.0200833,-4.623333333,1,1
18,Sulawesi Selatan,BONE,Cenrana,120.3207778,-4.330444444,1,1
19,Sulawesi Selatan,BONE,Bpp. Mare,120.3432778,-4.802861111,2,1
20,Sulawesi Selatan,BONE,Bpp. Manera Salomekko,120.2670278,-4.982333333,1,1
21,Sulawesi Selatan,BONE,Bpp. Tonra,120.2726667,-4.955611111,2,1
22,Sulawesi Selatan,BULUKUMBA,Bonto Macinna,120.1162222,-5.515194444,2,1
23,Sulawesi Selatan,BULUKUMBA,Herlang,120.3730278,-5.398666667,1,1
24,Sulawesi Selatan,BULUKUMBA,Tanah Jaya / Kajang,120.3521389,-5.343416667,2,1
25,Sulawesi Selatan,BULUKUMBA,Bpp. Tanah Kongkong,120.1815,-5.563972222,3,1
26,Sulawesi Selatan,BULUKUMBA,Bpp. Paruku / Ujung Loe,120.2739444,-5.340638889,3,1
27,Sulawesi Selatan,ENREKANG,Buntu Batu,119.9048056,-3.467416667,2,1
28,Sulawesi Selatan,ENREKANG,Kabere / Cendana,119.7870833,-3.667583333,4,1
29,Sulawesi Selatan,ENREKANG,Curio,119.9052778,-3.311666667,1,1
30,Sulawesi Selatan,ENREKANG,Garutu,119.7457778,-3.491777778,1,1
31,Sulawesi Selatan,ENREKANG,Masalle,119.7500556,-3.344111111,1,1
32,Sulawesi Selatan,GOWA,Bpp. Bontonompo / Barembeng,119.4233611,-5.353611111,9,2
33,Sulawesi Selatan,GOWA,Malonro / Bungaya,119.7316389,-5.363444444,1,1
34,Sulawesi Selatan,GOWA,Stasiun Geofisika/Pagentungan,119.4699722,-5.217972222,7,2
35,Sulawesi Selatan,GOWA,Bb. Garing,119.8416111,-5.442305556,9,2
36,Sulawesi Selatan,GOWA,Bpp. Malakaji,119.8484167,-5.434083333,3,1
37,Sulawesi Selatan,JENEPONTO,Bpp. Benteng,119.5639167,-5.5795,4,1
38,Sulawesi Selatan,JENEPONTO,Kantor Kel. Bulu Jaya,119.5438056,-5.490583333,3,1
39,Sulawesi Selatan,JENEPONTO,Tarowang,119.8614167,-5.602111111,6,2
40,Sulawesi Selatan,LUWU,Bpp. Bajo,120.3831944,-3.365694444,1,1
41,Sulawesi Selatan,LUWU,Belopa,120.3640833,-3.379944444,1,1
42,Sulawesi Selatan,LUWU,Bb. Seppong / Belopa Utara,120.3586111,-3.348305556,4,1
43,Sulawesi Selatan,LUWU,Bua / Bastem,120.2329167,-3.091888889,1,1
44,Sulawesi Selatan,LUWU TIMUR,Bpp. Angkona,120.97,-2.59,2,1
45,Sulawesi Selatan,LUWU TIMUR,Bonepute / Burau,120.7393889,-2.581722222,1,1
46,Sulawesi Selatan,LUWU UTARA,Baebunta,120.19,-2.46,1,1
47,Sulawesi Selatan,LUWU UTARA,Amasangen / Malangke,120.43,-2.78,1,1
48,Sulawesi Selatan,LUWU UTARA,Bpp. Cendana Putih / Mappadeceng,120.38,-2.58,1,1
49,Sulawesi Selatan,LUWU UTARA,Diperta Masamba,120.33,-2.43,1,1
50,Sulawesi Selatan,LUWU UTARA,Bpp. Sabbang,120.21,-2.52,1,1
51,Sulawesi Selatan,LUWU UTARA,Seko,119.8875,-2.270916667,1,1
52,Sulawesi Selatan,LUWU UTARA,Bpp. Sukamaju,120.48,-2.54,1,1
53,Sulawesi Selatan,MAKASSAR,Stamar Paotere,119.4197778,-5.110305556,9,2
54,Sulawesi Selatan,MAKASSAR,Bawil Iv / Panaikang,119.4523889,-5.144111111,1,1
55,Sulawesi Selatan,MAKASSAR,Bpp. Barombong,119.3935278,-5.208527778,9,2
56,Sulawesi Selatan,MAROS,Sta. Kappang,119.7524167,-5.01425,5,1
57,Sulawesi Selatan,MAROS,Bpp. Mallawa,119.9088611,-4.860944444,6,2
58,Sulawesi Selatan,MAROS,Stamet Hasanuddin,119.5521389,-5.071,3,1
59,Sulawesi Selatan,MAROS,Staklim Maros / Balitjas,119.5721944,-4.99775,9,2
60,Sulawesi Selatan,MAROS,Bpp. Moncongloe,119.5411944,-5.151555556,9,2
61,Sulawesi Selatan,MAROS,Batubassi,119.6626944,-5.019722222,9,2
62,Sulawesi Selatan,MAROS,Tombolo,119.7015278,-5.127138889,2,1
63,Sulawesi Selatan,PALOPO,Bp3K Sendana Barat,120.2084444,-3.050138889,1,1
64,Sulawesi Selatan,PALOPO,Telluwanua Pengat,120.1928056,-2.908916667,1,1
65,Sulawesi Selatan,PALOPO,Bpp. Telluwanua,120.1798056,-2.915777778,2,1
66,Sulawesi Selatan,PANGKEP,Segeri Mandale / Manggalung,119.6006944,-4.6085,2,1
67,Sulawesi Selatan,PANGKEP,Bpp. Marang,119.5708889,-4.672083333,2,1
68,Sulawesi Selatan,PANGKEP,Jagong,119.5326944,-4.835361111,3,1
69,Sulawesi Selatan,PANGKEP,Segeri,119.5773056,-4.662916667,2,1
70,Sulawesi Selatan,PANGKEP,Tondong Tallasa,119.72725,-4.843527778,1,1
71,Sulawesi Selatan,PARE-PARE,Buludua,119.6653056,-4.00825,1,1
72,Sulawesi Selatan,PARE-PARE,Bukit Harapan / Soreang,119.6509444,-3.982027778,9,2
73,Sulawesi Selatan,PINRANG,Bpp. Cempa,119.5883611,-3.745527778,2,1
74,Sulawesi Selatan,PINRANG,Bpp. Pekkabata / Bittoang,119.5345278,-3.641444444,3,1
75,Sulawesi Selatan,PINRANG,Lanrisang,119.5746944,-3.892138889,1,1
76,Sulawesi Selatan,PINRANG,Lemo Susu / Lembang,119.5390556,-3.464444444,3,1
77,Sulawesi Selatan,PINRANG,Bpp. Langga / M. Sompe,119.5284722,-3.839472222,3,1
78,Sulawesi Selatan,PINRANG,Bpp. Teppo / Patampanua,119.6661667,-3.706055556,3,1
79,Sulawesi Selatan,PINRANG,Suppa / Maritengae / Majenang,119.6284444,-3.957361111,4,1
80,Sulawesi Selatan,PINRANG,Bb. Awang-Awang,119.6410833,-3.78825,3,1
81,Sulawesi Selatan,SELAYAR,Batangmata / Bontomatene,120.4746667,-5.924916667,3,1
82,Sulawesi Selatan,SELAYAR,Bonerate / Pasimarannu,120.9701944,-7.309138889,6,2
83,Sulawesi Selatan,SELAYAR,Jampea / Pasimasunggu,120.6332222,-7.060305556,3,1
84,Sulawesi Selatan,SELAYAR,Pasimasunggu Timur/Btg Jampea,120.7249722,-7.104055556,9,2
85,Sulawesi Selatan,SIDRAP,Bpp. Passeno Baranti,119.7735,-3.835611111,3,1
86,Sulawesi Selatan,SIDRAP,Tenru Tedong / Dua Pitue,119.9958333,-3.884777778,2,1
87,Sulawesi Selatan,SIDRAP,Lanrang,119.8263889,-3.848055556,3,1
88,Sulawesi Selatan,SIDRAP,Lawawoi / Watan Pulu,119.7416944,-3.905333333,3,1
89,Sulawesi Selatan,SINJAI,Bikeru / S. Selatan,120.1511389,-5.256055556,3,1
90,Sulawesi Selatan,SINJAI,Bpp. Lappadata / S. Tengah,120.1779167,-5.159055556,2,1
91,Sulawesi Selatan,SOPPENG,Tajuncu / Donri-Donri,119.8708611,-4.272555556,1,1
92,Sulawesi Selatan,SOPPENG,Ganra,119.9281389,-4.299694444,2,1
93,Sulawesi Selatan,SOPPENG,Bpp. Malanroe / Lalabata,119.9164722,-4.34525,1,1
94,Sulawesi Selatan,SOPPENG,Watan Soppeng,119.8833611,-4.361583333,1,1
95,Sulawesi Selatan,SOPPENG,Panincong,119.88675,-4.209666667,1,1
96,Sulawesi Selatan,TAKALAR,Bppk. Galesong,119.3863889,-5.3155,8,2
97,Sulawesi Selatan,TAKALAR,Bonto Lebang / Galesong Utara,119.3870278,-5.424638889,9,2
98,Sulawesi Selatan,TAKALAR,Cakura,119.5108333,-5.425027778,4,1
99,Sulawesi Selatan,TAKALAR,Bppk.Pattallassang,119.4318889,-5.424972222,9,2
100,Sulawesi Selatan,TAKALAR,Bppk Totallasa / Bppk Mappakasunggu,119.4160278,-5.466472222,9,2
101,Sulawesi Selatan,TANA TORAJA,Toao / Makale,119.8526944,-3.091138889,1,1
102,Sulawesi Selatan,TANA TORAJA,Stamet Pongtiku,119.8187778,-3.045111111,1,1
103,Sulawesi Selatan,TANA TORAJA,Sangalla Selatan / Rantealang,119.9061944,-3.108361111,1,1
104,Sulawesi Selatan,TORAJA UTARA,Rantebua,119.9858611,-3.090055556,1,1
105,Sulawesi Selatan,TORAJA UTARA,Bpp Sanggalangi,119.9174167,-3.043861111,1,1
106,Sulawesi Selatan,TORAJA UTARA,Tondon,119.9561111,-2.963888889,1,1
107,Sulawesi Selatan,WAJO,Menge / Belawa,119.9189167,-3.981777778,1,1
108,Sulawesi Selatan,WAJO,Anabanua / Maniangpajo,120.0646389,-3.943416667,2,1
109,Sulawesi Selatan,WAJO,Siwa / P. Panua / Kaluku,120.3639444,-3.74975,1,1
110,Sulawesi Selatan,WAJO,Bpp Takkalalla / Manyilli / Paneki,120.2848889,-4.178944444,3,1
111,Papua Barat,Sorong,Majener,131.24861,-1.155,2,1
112,Papua Barat,Manokwari,Macuan,133.78,-0.85,1,1
113,Papua Barat,Kaimana,Kaimana,133.3333,-3.91666,2,1
114,Papua Barat,Pegunungan Arfak,Suteibey,133.924512,-1.304989,3,1
115,Nusa Tenggara Barat,Bima,Doro Oo/Langgudu,118.76,-8.69,3,1
116,Nusa Tenggara Barat,Bima,Belo,118.7021667,-8.596416667,4,1
117,Nusa Tenggara Barat,Bima,Bolo,118.6190833,-8.501722222,16,3
118,Nusa Tenggara Barat,Bima,Donggo,118.6039167,-8.430416667,11,3
119,Nusa Tenggara Barat,Bima,Donggo Ndano,118.54,-8.5,12,3
120,Nusa Tenggara Barat,Bima,Lambitu,118.7672222,-8.580833333,15,3
121,Nusa Tenggara Barat,Bima,Madapangga,118.5780278,-8.510722222,11,3
122,Nusa Tenggara Barat,Bima,Madapangga 2,118.6005,-8.519111111,3,1
123,Nusa Tenggara Barat,Bima,Monta,118.6934444,-8.639944444,3,1
124,Nusa Tenggara Barat,Bima,Palibelo Panda,118.6943611,-8.51875,5,1
125,Nusa Tenggara Barat,Bima,Palibelo Teke,118.7351111,-8.540388889,16,3
126,Nusa Tenggara Barat,Bima,Parado,118.5575,-8.778333333,3,1
127,Nusa Tenggara Barat,Bima,Sanggar,118.3105,-8.376722222,11,3
128,Nusa Tenggara Barat,Bima,Sape,118.9760556,-8.565694444,13,3
129,Nusa Tenggara Barat,Bima,Tambora,118,-8.16,11,3
130,Nusa Tenggara Barat,Bima,Wawo,118.8556111,-8.552333333,14,3
131,Nusa Tenggara Barat,Bima,Wera,118.9236111,-8.488611111,10,2
132,Nusa Tenggara Barat,Dompu,Dompu,118.4653611,-8.519055556,3,1
133,Nusa Tenggara Barat,Dompu,Huu,118.4398333,-8.737833333,3,1
134,Nusa Tenggara Barat,Dompu,Kilo,118.3983333,-8.311111111,10,2
135,Nusa Tenggara Barat,Dompu,Manggalewa,118.2993333,-8.481388889,16,3
136,Nusa Tenggara Barat,Dompu,Pajo,118.4958333,-8.583611111,21,4
137,Nusa Tenggara Barat,Dompu,Pekat / Calabai,117.7233056,-8.226694444,5,1
138,Nusa Tenggara Barat,Kota Bima,Asakota Kolo,118.7248611,-8.37825,15,3
139,Nusa Tenggara Barat,Kota Bima,Rasanae / Raba,118.755,-8.471611111,21,4
140,Nusa Tenggara Barat,Kota Mataram,Cakranegara,116.13,-8.57,10,2
141,Nusa Tenggara Barat,Kota Mataram,Ampenan,116.101,-8.59,10,2
142,Nusa Tenggara Barat,Kota Mataram,Selaparang,116.1071944,-8.558555556,10,2
143,Nusa Tenggara Barat,Lombok Barat,Batu Layar,116.091,-8.52,10,2
144,Nusa Tenggara Barat,Lombok Barat,Banyu Urip (Banter Gerung),116.15475,-8.729694444,3,1
145,Nusa Tenggara Barat,Lombok Barat,Gerung,116.1,-8.68,2,1
146,Nusa Tenggara Barat,Lombok Barat,Gunung Sari,116.1,-8.53,9,2
147,Nusa Tenggara Barat,Lombok Barat,Kediri,116.1705,-8.636388889,7,2
148,Nusa Tenggara Barat,Lombok Barat,Rumak,116.14,-8.65,9,2
149,Nusa Tenggara Barat,Lombok Barat,Labuapi,116.1221944,-8.627638889,9,2
150,Nusa Tenggara Barat,Lombok Barat,Lembar,116.09,-8.75,2,1
151,Nusa Tenggara Barat,Lombok Barat,Sigerongan,116.18,-8.55,9,2
152,Nusa Tenggara Barat,Lombok Barat,Narmada,116.2,-8.58,7,2
153,Nusa Tenggara Barat,Lombok Barat,Pelangan,115.9338611,-8.793916667,3,1
154,Nusa Tenggara Barat,Lombok Barat,Sekotong,116.03,-8.76,4,1
155,Nusa Tenggara Barat,Lombok Tengah,Mantang,116.31,-8.62,11,3
156,Nusa Tenggara Barat,Lombok Tengah,Batukliang,116.3,-8.57,11,3
157,Nusa Tenggara Barat,Lombok Tengah,Puyung/Jonggat,116.23,-8.69,6,2
158,Nusa Tenggara Barat,Lombok Tengah,Kopang,116.38,-8.63,11,3
159,Nusa Tenggara Barat,Lombok Tengah,Praya / Aikmual,116.28,-8.65,3,1
160,Nusa Tenggara Barat,Lombok Tengah,Penujak,116.23,-8.77,11,3
161,Nusa Tenggara Barat,Lombok Tengah,Selong Belanak,116.1541944,-8.856611111,3,1
162,Nusa Tenggara Barat,Lombok Tengah,Darek,116.2032222,-8.734972222,9,2
163,Nusa Tenggara Barat,Lombok Tengah,Batu Nyala,116.31175,-8.731583333,11,3
164,Nusa Tenggara Barat,Lombok Tengah,Mujur,116.36,-8.78,4,1
165,Nusa Tenggara Barat,Lombok Tengah,Pringgarata,116.25,-8.62,9,2
166,Nusa Tenggara Barat,Lombok Tengah,Mertak,116.3666389,-8.890333333,7,2
167,Nusa Tenggara Barat,Lombok Tengah,Pujut,116.3,-8.82,11,3
168,Nusa Tenggara Barat,Lombok Timur,Aikmel,116.5098611,-8.584611111,3,1
169,Nusa Tenggara Barat,Lombok Timur,Lenek Duren,116.5286111,-8.579722222,7,2
170,Nusa Tenggara Barat,Lombok Timur,Jerowaru,116.4769444,-8.773888889,3,1
171,Nusa Tenggara Barat,Lombok Timur,Keruak,116.4841667,-8.754166667,3,1
172,Nusa Tenggara Barat,Lombok Timur,Labuhan Haji,116.5786111,-8.647222222,7,2
173,Nusa Tenggara Barat,Lombok Timur,Masbagik,116.4870278,-8.616194444,3,1
174,Nusa Tenggara Barat,Lombok Timur,Montong Gading / Kotaraja,116.4076111,-8.595722222,2,1
175,Nusa Tenggara Barat,Lombok Timur,Rensing / Sakra Barat,116.4654167,-8.725833333,7,2
176,Nusa Tenggara Barat,Lombok Timur,Sambelia,116.7059167,-8.388361111,8,2
177,Nusa Tenggara Barat,Lombok Timur,Kokok Putih Sembalun,116.6380556,-8.308527778,12,3
178,Nusa Tenggara Barat,Lombok Timur,Sembalun,116.5267222,-8.36075,10,2
179,Nusa Tenggara Barat,Lombok Timur,Sikur / Montong Baan,116.4264444,-8.637027778,4,1
180,Nusa Tenggara Barat,Lombok Timur,Sukamulia,116.4913889,-8.638972222,4,1
181,Nusa Tenggara Barat,Lombok Timur,Rarang Selatan,116.3927778,-8.678611111,11,3
182,Nusa Tenggara Barat,Lombok Timur,Terara,116.4162222,-8.617055556,11,3
183,Nusa Tenggara Barat,Lombok Utara,Senaru,116.402,-8.289972222,12,3
184,Nusa Tenggara Barat,Lombok Utara,Gangga,116.19,-8.347,10,2
185,Nusa Tenggara Barat,Lombok Utara,Sambik Bangkol,116.2654167,-8.322888889,13,3
186,Nusa Tenggara Barat,Lombok Utara,Pemenang,116.1001944,-8.403111111,8,2
187,Nusa Tenggara Barat,Lombok Utara,Tanjung,116.16,-8.36,10,2
188,Nusa Tenggara Barat,Sumbawa,Alas,116.9938333,-8.513472222,12,3
189,Nusa Tenggara Barat,Sumbawa,Batulanteh,117.3183333,-8.570888889,11,3
190,Nusa Tenggara Barat,Sumbawa,Buer,117.0355278,-8.465833333,12,3
191,Nusa Tenggara Barat,Sumbawa,Empang,118.0001389,-8.770111111,9,2
192,Nusa Tenggara Barat,Sumbawa,Labuhan Badas,117.3678611,-8.47125,11,3
193,Nusa Tenggara Barat,Sumbawa,Labangka/Sukadamai,117.7398611,-8.906527778,3,1
194,Nusa Tenggara Barat,Sumbawa,Lape,117.6021389,-8.625194444,11,3
195,Nusa Tenggara Barat,Sumbawa,Lenangguar,117.3622222,-8.733805556,12,3
196,Nusa Tenggara Barat,Sumbawa,Lunyuk,117.2036944,-8.995027778,3,1
197,Nusa Tenggara Barat,Sumbawa,Sebewe Moyo Utara,117.4743056,-8.482833333,13,3
198,Nusa Tenggara Barat,Sumbawa,Moyohilir,117.5005556,-8.526361111,11,3
199,Nusa Tenggara Barat,Sumbawa,Orong Telu,117.2180556,-8.788333333,12,3
200,Nusa Tenggara Barat,Sumbawa,Rhee,117.2441667,-8.4875,11,3
201,Nusa Tenggara Barat,Sumbawa,Diperta Sumbawa,117.4174444,-8.503777778,11,3
202,Nusa Tenggara Barat,Sumbawa,Stamet Sumbawa,117.4136111,-8.488333333,12,3
203,Nusa Tenggara Barat,Sumbawa,Terano,117.9944167,-8.746472222,9,2
204,Nusa Tenggara Barat,Sumbawa,Utan,117.1358889,-8.40725,11,3
205,Nusa Tenggara Barat,Sumbawa Barat,Maluk,116.7575,-8.917777778,5,1
206,Nusa Tenggara Barat,Sumbawa Barat,Brang Ene,116.8978611,-8.78325,11,3
207,Nusa Tenggara Barat,Sumbawa Barat,Brang Rea,116.91575,-8.724583333,11,3
208,Nusa Tenggara Barat,Sumbawa Barat,Jereweh,116.8228333,-8.866694444,5,1
209,Nusa Tenggara Barat,Sumbawa Barat,Tano,116.84475,-8.583444444,10,2
210,Nusa Tenggara Barat,Sumbawa Barat,Sekongkang,116.7454444,-8.967416667,3,1
211,Nusa Tenggara Barat,Sumbawa Barat,Seteluk / Tapir,116.8590278,-8.633694444,10,2
212,Nusa Tenggara Barat,Sumbawa Barat,Taliwang,116.8541667,-8.735833333,7,2
213,Riau,BENGKALIS,Siak Kecil,101.93,1.14,5,1
214,Riau,INDRAGIRI HILIR,Kempas,102.82,-0.54,1,1
215,Riau,INDRAGIRI HILIR,Kemuning,102.77,-0.91,2,1
216,Riau,INDRAGIRI HILIR,Keritang,102.95,-0.8,3,1
217,Riau,INDRAGIRI HILIR,Pulau Burung,103.57,0.43,2,1
218,Riau,INDRAGIRI HILIR,R E T E H,103.21,-0.73,2,1
219,Riau,INDRAGIRI HILIR,Sungai Batang,103.23,-0.64,3,1
220,Riau,INDRAGIRI HILIR,Tembilahan,103.16,-0.31,7,2
221,Riau,INDRAGIRI HILIR,Tempuling,102.87,-0.45,5,1
222,Riau,INDRAGIRI HULU,Batang Peranap,101.87,-0.76,5,1
223,Riau,INDRAGIRI HULU,Kelayang,102.05,-0.45,7,2
224,Riau,INDRAGIRI HULU,Kuala Cinaku,102.66,-0.61,1,1
225,Riau,INDRAGIRI HULU,Lirik,102.38,-0.2,4,1
226,Riau,INDRAGIRI HULU,Peranap,101.95,-0.73,9,2
227,Riau,INDRAGIRI HULU,Rakit Kulim,102.13,-0.64,6,2
228,Riau,INDRAGIRI HULU,Siberida,102.44,-0.63,9,2
229,Riau,KAMPAR,Kampar Kiri,101.2,0,4,1
230,Riau,KAMPAR,Kampar Utara,101.09,0.41,1,1
231,Riau,KAMPAR,Tambang,101.22,0.41,4,1
232,Riau,KAMPAR,Tapung,100.97,0.61,2,1
233,Riau,KEPULAUAN MERANTI,Merbau,102.31,1.16,5,1
234,Riau,KEPULAUAN MERANTI,Rangsang,102.91,1,6,2
235,Riau,KEPULAUAN MERANTI,Rangsang Barat,102.71,1.08,3,1
236,Riau,KEPULAUAN MERANTI,Rangsang Pesisir,103.05,1.01,5,1
237,Riau,KEPULAUAN MERANTI,Tebing Tinggi,102.74,0.9,5,1
238,Riau,KEPULAUAN MERANTI,Tebing Tinggi Timur,102.73,0.84,9,2
239,Riau,KOTA DUMAI,Bukit Kapur,101.41,1.59,3,1
240,Riau,KOTA DUMAI,Dumai Barat,101.39,1.65,4,1
241,Riau,KOTA DUMAI,Bandara Pinang Kampai,101.5,1.63,5,1
242,Riau,KOTA DUMAI,Medang Kampai,101.63,1.59,5,1
243,Riau,KOTA DUMAI,Sungai Sembilan,101.21,1.91,4,1
244,Riau,KOTA PEKANBARU,Stamet Pekanbaru,101.39,0.55,4,1
245,Riau,KUANTAN SENGINGI,Benai,101.47,-0.4,9,2
246,Riau,KUANTAN SENGINGI,Cerenti,101.85,-0.47,21,4
247,Riau,KUANTAN SENGINGI,Bbu.Gunung Toar,101.52,-0.6,4,1
248,Riau,KUANTAN SENGINGI,Inuman,101.7,-0.59,4,1
249,Riau,KUANTAN SENGINGI,Kuantan Hilir,101.76,-0.44,9,2
250,Riau,KUANTAN SENGINGI,Bbu Sei. Rumbio,101.62,-0.58,4,1
251,Riau,KUANTAN SENGINGI,Logas Tanah Darat,101.29,-0.21,21,4
252,Riau,KUANTAN SENGINGI,Pangean,101.69,-0.47,9,2
253,Riau,KUANTAN SENGINGI,Bbu Sentajo,101.6,-0.48,9,2
254,Riau,KUANTAN SENGINGI,Singngi Hilir,101.33,-0.18,1,1
255,Riau,PELALAWAN,Bandar Petalangan,102.17,0.11,4,1
256,Riau,PELALAWAN,Bandar Sei.Kijang,101.63,0.42,2,1
257,Riau,PELALAWAN,Bunut,102.17,0.11,3,1
258,Riau,PELALAWAN,Kuala Kampar,103.27,0.53,4,1
259,Riau,PELALAWAN,Langgam,101.61,0.04,4,1
260,Riau,PELALAWAN,Pangkalan Kerinci,101.84,0.43,3,1
261,Riau,PELALAWAN,Pangkalan Kuras,101.9,0.01,2,1
262,Riau,PELALAWAN,Pangkalan Lesung,102.12,-0.02,5,1
263,Riau,PELALAWAN,Bandara Pt. Rapp,102.09,0.52,4,1
264,Riau,PELALAWAN,Pelalawan,102.09,0.52,5,1
265,Riau,PELALAWAN,Teluk Meranti,102.71,0.4,6,2
266,Riau,PELALAWAN,Ukui,101.86,-0.24,5,1
267,Riau,ROKAN HILIR,Bangko,100.8,2.17,6,2
268,Riau,ROKAN HILIR,Rokan Baru,100.76,2.17,6,2
269,Riau,ROKAN HILIR,Bangko Pusako,100.95,1.77,3,1
270,Riau,ROKAN HILIR,Batu Hampar,100.92,1.91,4,1
271,Riau,ROKAN HILIR,Panipahan Darat,100.35,2.37,4,1
272,Riau,ROKAN HILIR,Pekaitan,100.75,1.72,6,2
273,Riau,ROKAN HILIR,Rantau Kopar,101,1.37,2,1
274,Riau,ROKAN HILIR,Bbu Rimba Melintang,101.02,1.77,8,2
275,Riau,ROKAN HILIR,Uptd Rimba Melintang,101.04,1.84,3,1
276,Riau,ROKAN HILIR,Simpang Kanan,100.43,1.88,2,1
277,Riau,ROKAN HILIR,Tanah Putih,101.02,1.93,4,1
278,Riau,ROKAN HILIR,Ujung Tanjung,101.05,1.62,3,1
279,Riau,ROKAN HILIR,Tanah Putih Tanjung Melawan,101.05,1.68,4,1
280,Riau,ROKAN HULU,Bangun Purba,100.22,0.89,4,1
281,Riau,ROKAN HULU,Kunto Darussalam,100.63,0.81,1,1
282,Riau,ROKAN HULU,Pasir Pengarayan,100.34,0.84,4,1
283,Riau,ROKAN HULU,Rambah Samo,100.36,0.86,4,1
284,Riau,ROKAN HULU,Rokan Iv Koto,100.43,0.57,4,1
285,Riau,ROKAN HULU,Tambusai,100.31,1.1,4,1
286,Riau,ROKAN HULU,Tandun,100.6,0.58,4,1
287,Riau,ROKAN HULU,Ujung Batu,100.56,0.7,4,1
288,Riau,SIAK,Kerinci Kanan,101.81,0.82,4,1
289,Riau,SIAK,Kota Gasib,101.81,0.71,5,1
290,Riau,SIAK,Lubuk Dalam,101.78,0.61,4,1
291,Riau,SIAK,Mempura,102.04,0.77,5,1
292,Riau,SIAK,Minas,101.37,0.83,4,1
293,Riau,SIAK,Pusako,102.13,0.87,9,2
294,Riau,SIAK,Sabak Auh,102.03,1.14,5,1
295,Riau,SIAK,Siak Sri Indrapura,101.84,1,5,1
296,Riau,SIAK,Sungai Apit,102.13,0.75,4,1
297,Riau,SIAK,Sungai Mandau,101.72,0.96,2,1
298,Riau,SIAK,Tualang,101.59,0.66,5,1
299,Kalimantan Barat,BENGKAYANG,Bengkayang,109.4808611,0.813305556,2,1
300,Kalimantan Barat,BENGKAYANG,Ledo,109.5885556,1.047916667,2,1
301,Kalimantan Barat,BENGKAYANG,Simpang Monterado,109.1174167,0.848111111,4,1
302,Kalimantan Barat,BENGKAYANG,Sanggau Ledo,109.6957222,1.137638889,3,1
303,Kalimantan Barat,BENGKAYANG,Sei. Duri,108.9508056,0.646638889,4,1
304,Kalimantan Barat,KAPUAS HULU,Nanga Bunut,112.5548889,0.793166667,2,1
305,Kalimantan Barat,KAPUAS HULU,Nanga Suruk,112.6423611,0.502888889,3,1
306,Kalimantan Barat,KAPUAS HULU,Benua Martinus,112.4021944,1.0975,2,1
307,Kalimantan Barat,KAPUAS HULU,Selimbau,112.1211389,0.589388889,3,1
308,Kalimantan Barat,KAPUAS HULU,Nanga Silat Hulu,111.9929444,0.248111111,3,1
309,Kalimantan Barat,KAYONG UTARA,Seponti Jaya,109.8934722,-0.884694444,1,1
310,Kalimantan Barat,KAYONG UTARA,Teluk Melano,109.9603611,-1.094888889,3,1
311,Kalimantan Barat,KAYONG UTARA,Sukadana,110.0678333,-1.3385,2,1
312,Kalimantan Barat,KAYONG UTARA,Sei Paduan,109.7894167,-1.012638889,3,1
313,Kalimantan Barat,KETAPANG,Diperta Ketapang (Delta Pawan),109.9776667,-1.844388889,3,1
314,Kalimantan Barat,KETAPANG,Meteorologi Ketapang,109.96,-1.82,1,1
315,Kalimantan Barat,KETAPANG,Hulu Sungai,110.85,-0.952,2,1
316,Kalimantan Barat,KETAPANG,Kendawangan,110.218,-2.516194444,4,1
317,Kalimantan Barat,KETAPANG,Manis Mata,111.0253611,-2.471083333,1,1
318,Kalimantan Barat,KETAPANG,Sei Besar,110.0966111,-1.961972222,4,1
319,Kalimantan Barat,KETAPANG,Tanjung Baik Budi,110.06075,-1.4955,1,1
320,Kalimantan Barat,KETAPANG,Sei Awan (Muara Pawan),109.9961389,-1.7595,5,1
