NO,PROVINSI,KABUPATEN,STASIUN,BUJUR,LINTANG,HTH,KRITERIA
2703,PAPUA BARAT,FAK-FAK,Stamet Torea Fakfak,132.265,-2.919,0,0
2704,PAPUA BARAT,FAK-FAK,Bombaray,132.99625,-2.858083333,0,0
2705,PAPUA BARAT,RAJA AMPAT,Waisai,130.4850353,-0.237122222,0,0
2706,PAPUA BARAT,TELUK BINTUNI,Tisai Sp V,133.6041388,-2.120138833,0,0
2707,PAPUA BARAT,TELUK WONDAMA,Wasior,134.53,-2.729721667,0,0
2708,PAPUA BARAT,MANOKWARI SELATAN,Warsui,134.1833,-1.5,0,0
2709,PAPUA BARAT,MANOKWARI SELATAN,Staklim Manokwari Selatan,134.176,-1.5107,0,0
2710,PAPUA BARAT,MANOKWARI SELATAN,Oransbari,134.237,-1.322,0,0
2711,PAPUA BARAT,MANOKWARI SELATAN,Gaya Baru,134.09,-1.615,0,0
2712,PAPUA BARAT,KOTA SORONG,Stageof Sorong,131.26,-0.86,0,0
2713,PAPUA BARAT,KOTA SORONG,Stamet Seigun Sorong,131.285,-0.8909,0,0
2714,Riau,BENGKALIS,Mandau,101.21,1.26,0,0
2715,Riau,BENGKALIS,Pinggir,101.43,1.11,0,0
2716,Riau,INDRAGIRI HILIR,Kateman,103.64,0.26,0,0
2717,Riau,KUANTAN SENGINGI,Muara Lembu,101.36,-0.39,0,0
2718,Riau,ROKAN HILIR,Bagan Sinembah,100.37,1.78,0,0
2719,Riau,SIAK,Kandis,101.24,0.89,0,0
2720,KALIMANTAN BARAT,KAPUAS HULU,Lanjak,112.2284444,3.62E-02,0,0
2721,KALIMANTAN BARAT,KAPUAS HULU,Sungai Besar,112.6315833,0.467055556,0,0
2722,KALIMANTAN BARAT,KAPUAS HULU,Jongkong,112.2824444,0.661722222,0,0
2723,KALIMANTAN BARAT,KAPUAS HULU,Nanga Tepuai,112.2979722,0.371222222,0,0
2724,KALIMANTAN BARAT,KAPUAS HULU,Kedamin,113.129,0.84,0,0
2725,KALIMANTAN BARAT,KAPUAS HULU,Meteorologi Putussibau,112.9341667,0.839166667,0,0
2726,KALIMANTAN BARAT,KAPUAS HULU,Sejiram,112.0050556,0.426611111,0,0
2727,KALIMANTAN BARAT,KETAPANG,Nanga Tayap,110.5858056,-1.579277778,0,0
2728,KALIMANTAN BARAT,LANDAK,Ngabang,109.9585278,0.383722222,0,0
2729,KALIMANTAN BARAT,MELAWI,Meteorologi Nanga Pinoh,111.75,-0.35,0,0
2730,KALIMANTAN BARAT,MELAWI,Kota Baru,111.5666944,-0.816694444,0,0
2731,KALIMANTAN BARAT,SAMBAS,Tangaran,109.1600556,1.544305556,0,0
2732,KALIMANTAN BARAT,SANGGAU,Bonti,110.6033056,0.268305556,0,0
2733,KALIMANTAN BARAT,SANGGAU,Entikong,110.3984722,0.889111111,0,0
2734,KALIMANTAN BARAT,SANGGAU,Kembayan,110.3884167,0.634138889,0,0
2735,KALIMANTAN BARAT,SANGGAU,Bodok,110.4101944,0.228166667,0,0
2736,KALIMANTAN BARAT,SANGGAU,Penyeladi,110.6954167,6.03E-02,0,0
2737,KALIMANTAN BARAT,SANGGAU,Balai Karangan,110.4143889,0.806944444,0,0
2738,KALIMANTAN BARAT,SANGGAU,Sosok,110.2256667,0.272111111,0,0
2739,KALIMANTAN BARAT,SEKADAU,Nanga Taman,110.8219167,-0.26,0,0
2740,KALIMANTAN BARAT,SEKADAU,Sekadau Hilir,110.8822778,2.06E-02,0,0
2741,KALIMANTAN BARAT,SEKADAU,Sekadau Hulu (Rawak),110.8805,-0.131861111,0,0
2742,NUSA TENGGARA TIMUR,Alor,Mebung,124.35,-8.12,0,0
2743,NUSA TENGGARA TIMUR,Timor Tengah Selatan,Oinlasi,124.56,-9.85,0,0
2744,NUSA TENGGARA TIMUR,Timor Tengah Selatan,Kuatnana,124.25,-9.92,0,0
2745,NUSA TENGGARA TIMUR,Timor Tengah Selatan,Netpala,124.27,-9.74,0,0
2746,NUSA TENGGARA TIMUR,Timor Tengah Utara,Sap'An,124.69,-9.45,0,0
2747,NUSA TENGGARA TIMUR,Malaka,Biudukfoho,124.81,-9.61,0,0
2748,NUSA TENGGARA TIMUR,Malaka,Besikama,124.85,-9.61,0,0
2749,NUSA TENGGARA TIMUR,Malaka,Betun,124.9,-9.55,0,0
2750,NUSA TENGGARA TIMUR,Malaka,Sulit Kereana,124.89,-9.49,0,0
2751,NUSA TENGGARA TIMUR,Belu,Weluli,125.15,-9.19,0,0
2752,JAWA BARAT,DEPOK,Depok,106.83,-6.45,0,0
2753,DKI JAKARTA,JAKARTA TIMUR,Halim,106.8833,-6.2783,0,0
2754,DKI JAKARTA,JAKARTA PUSAT,Istana,106.823,-6.1683,0,0
2755,DKI JAKARTA,JAKARTA PUSAT,Karet,106.8101,-6.1983,0,0
2756,DKI JAKARTA,JAKARTA BARAT,Kedoya Selatan,106.75,-6.1833,0,0
2757,DKI JAKARTA,JAKARTA BARAT,Kembangan Utara,106.7321,-6.1746,0,0
2758,DKI JAKARTA,JAKARTA SELATAN,Krukut Hulu,106.799,-6.3444,0,0
2759,DKI JAKARTA,JAKARTA SELATAN,Manggarai,106.8486,-6.2073,0,0
2760,DKI JAKARTA,JAKARTA SELATAN,Pakubuwono,106.7933,-6.2333,0,0
2761,DKI JAKARTA,DEPOK,Pesanggrahan,106.772,-6.397,0,0
2762,DKI JAKARTA,JAKARTA PUSAT,Pompa Cideng,106.8067,-6.1736,0,0
2763,DKI JAKARTA,JAKARTA TIMUR,Pulogadung,106.9045333,-6.190933333,0,0
2764,DKI JAKARTA,JAKARTA SELATAN,Ragunan,106.8213667,-6.294466667,0,0
2765,DKI JAKARTA,JAKARTA SELATAN,Setiabudi Timur,106.82925,-6.204666667,0,0
2766,DKI JAKARTA,JAKARTA TIMUR,Sunter Hulu,106.9215333,-6.317583333,0,0
2767,DKI JAKARTA,JAKARTA BARAT,Tomang Barat,106.7799,-6.16715,0,0
2768,DKI JAKARTA,JAKARTA PUSAT,Waduk Melati,106.8177667,-6.201016667,0,0
2769,BANTEN,LEBAK,Bayah,106.24422,-6.932972,0,0
2770,BANTEN,LEBAK,Bpp Cibeber,106.3044444,-6.860472222,0,0
2771,BANTEN,LEBAK,Bpp Cilograng,106.3315,-6.9156,0,0
2772,BANTEN,LEBAK,Cijaura Cimesir,106.2614167,-6.361361111,0,0
2773,BANTEN,LEBAK,Leuwidamar,106.19225,-6.509833333,0,0
2774,BANTEN,LEBAK,Sampang Peundeuy,106.1873333,-6.495055556,0,0
2775,BANTEN,PANDEGLANG,Cibaliung,105.7055833,-6.71575,0,0
2776,BANTEN,PANDEGLANG,Cibaliung Smpk,105.7055833,-6.71575,0,0
2777,BANTEN,PANDEGLANG,Cikeusik,105.87275,-6.725383333,0,0
2778,BANTEN,PANDEGLANG,Ciliman,105.8727,-6.493533333,0,0
2779,BANTEN,PANDEGLANG,Pandeglang,106.1056167,-6.31105,0,0
2780,BANTEN,PANDEGLANG,Pulosari,105.92,-6.33,0,0
2781,BANTEN,SERANG,Cinangka,105.8852,-6.1745,0,0
2782,BANTEN,TANGERANG,Bpp Carenang-Tiga Raksa,106.3889833,-6.266933333,0,0
2783,BANTEN,TANGERANG,Bpp Caringin,106.5717167,-6.310766667,0,0
2784,BANTEN,TANGERANG,Stamet Curug,106.56,-6.2333,0,0
2785,BANTEN,TANGERANG SELATAN,Uptd Serpong,106.6583667,-6.311966667,0,0
2786,Kaltara,Tarakan,Stamet Tarakan,117.56,3.32,0,0
2787,Kaltara,Nunukan,Stamet Nunukan,117.65,4.02,0,0
2788,Kaltara,Nunukan,Stamet Longbawan,115.69,3.9,0,0
2789,JAMBI,BUNGO,Pelepat 2,102.1459,-1.7027,0,0
2790,MALUKU UTARA,HALMAHERA BARAT,Jailolo,127.474,1.086,0,0
2791,MALUKU UTARA,HALMAHERA SELATAN,Stamet Labuha,127.50111,-0.63806,0,0
2792,MALUKU UTARA,HALMAHERA SELATAN,Laiwui,127.641,-1.341,0,0
2793,MALUKU UTARA,HALMAHERA SELATAN,Kayoa,127.434,0.051,0,0
2794,MALUKU UTARA,HALMAHERA TENGAH,Bpp Weda,127.856,0.35,0,0
2795,MALUKU UTARA,HALMAHERA TENGAH,Kobe,127.886,0.54,0,0
2796,MALUKU UTARA,HALMAHERA TENGAH,Wairoro,127.881,0.159,0,0
2797,MALUKU UTARA,HALMAHERA TENGAH,Sagea,128.089,0.462,0,0
2798,MALUKU UTARA,HALMAHERA TIMUR,Subaim,128.109,1.114,0,0
2799,MALUKU UTARA,HALMAHERA TIMUR,Akedaga,128.212,1.133,0,0
2800,MALUKU UTARA,HALMAHERA TIMUR,Bunagara,127.808,0.754,0,0
2801,MALUKU UTARA,HALMAHERA UTARA,Stamet Gamarmalamo,127.787,1.838,0,0
2802,MALUKU UTARA,HALMAHERA UTARA,Barumadehe,127.697,1.076,0,0
2803,MALUKU UTARA,KOTA TERNATE,Stamet Babullah Ternate,127.365,0.833,0,0
2804,MALUKU UTARA,KOTA TERNATE,Bpp Sasa,127.3358,0.76134,0,0
2805,MALUKU UTARA,KOTA TERNATE,Stasiun Geofisika,127.379,0.776,0,0
2806,MALUKU UTARA,KOTA TERNATE,Gamayo,127.379,0.815,0,0
2807,MALUKU UTARA,KOTA TERNATE,Hiri,127.314,0.913,0,0
2808,MALUKU UTARA,KOTA TERNATE,Moti,127.421,0.469,0,0
2809,MALUKU UTARA,KOTA TIDORE KEPULAUAN,Dowora,127.451,0.707,0,0
2810,MALUKU UTARA,KOTA TIDORE KEPULAUAN,Ome,127.381,0.707,0,0
2811,MALUKU UTARA,KOTA TIDORE KEPULAUAN,Akekulano,127.564,0.704,0,0
2812,MALUKU UTARA,KOTA TIDORE KEPULAUAN,Wama,127.755,0.096,0,0
2813,MALUKU UTARA,KOTA TIDORE KEPULAUAN,Payahe,127.698,0.375,0,0
2814,MALUKU UTARA,KEPULAUAN SULA,Stamet Sanana,125.961,-2.062,0,0
2815,MALUKU UTARA,KEPULAUAN SULA,Falabisahaya,125.489,-1.835,0,0
2816,MALUKU UTARA,KEPULAUAN SULA,Waina,125.874,-2.123,0,0
2817,Sulawesi Barat,MAMUJU,Kalumpang,119.484,-2.47,0,0
2818,Sulawesi Barat,MAMASA,Bpp Tanduk Kalua,119.323,-3.071,0,0
2819,Kalimantan Timur,Balikpapan,Teritip,116.9733333,-1.140327778,0,0
2820,Kalimantan Timur,Balikpapan,Gunung Bakaran,116.8846389,-1.263805556,0,0
2821,Kalimantan Timur,Balikpapan,Geofisika Bpn,116.8811111,-1.255277778,0,0
2822,Kalimantan Timur,Kutai Barat,Linggang Bingung,115.6228056,0.141027778,0,0
2823,Kalimantan Timur,Kutai Karta Negara,Muara Badak,117.4266667,-0.346944444,0,0
2824,Kalimantan Timur,Kutai Karta Negara,Tenggarong,116.9912778,-0.4251111,0,0
2825,Kalimantan Timur,Kutai Karta Negara,Kenohan (Kahala),116.3931111,-0.005611111,0,0
2826,Kalimantan Timur,Kutai Karta Negara,Kota Bangun,116.59242,-0.25626,0,0
2827,Kalimantan Timur,Kutai Karta Negara,Tenggarong Sebrang,117.111116,-0.379524,0,0
2828,Kalimantan Timur,Kutai Karta Negara,Loa Kulu ( Rempanga ) ,117.0145,-0.503361111,0,0
2829,Kalimantan Timur,Kutai Karta Negara,Loa Janan,117.131247,-0.631046,0,0
2830,Kalimantan Timur,Kutai Karta Negara,Anggana,117.272,-0.575138889,0,0
2831,Kalimantan Timur,Kutai Karta Negara,Sanga - Sanga,117.2386944,-0.645388889,0,0
2832,Kalimantan Timur,Kutai Karta Negara,Samboja,117.1043056,-1.015527778,0,0
2833,Kalimantan Timur,Kutai Karta Negara,Muarawis,116.4838889,-0.316111111,0,0
2834,Kalimantan Timur,Kutai Karta Negara,Muara Kaman,116.7185833,-0.159861111,0,0
2835,Kalimantan Timur,Kutai Timur,Bengalon,117.593162,0.748009,0,0
2836,Kalimantan Timur,Kutai Timur,Sangata Utara,117.5663056,0.540222222,0,0
2837,Kalimantan Timur,Kutai Timur,Muara Bengkal,116.7173056,0.450083333,0,0
2838,Kalimantan Timur,Kutai Timur,Kali Orang,117.920124,0.916321,0,0
2839,Kalimantan Timur,Kutai Timur,Kongbeng,117.0275,1.283916667,0,0
2840,Kalimantan Timur,Kutai Timur,Karangan,117.4073889,1.322027778,0,0
2841,Kalimantan Timur,Kutai Timur,Sangkulirang,118.0031389,1.026444444,0,0
2842,Kalimantan Timur,Kutai Timur,Batu Ampar,116.867,0.663638889,0,0
2843,Kalimantan Timur,Paser,Tanah Grogot,116.1986944,-1.904583333,0,0
2844,Kalimantan Timur,Paser,Muara Komam,115.7695,-1.664611111,0,0
2845,Kalimantan Timur,Paser,Long Ikis,116.2028889,-1.57675,0,0
2846,Kalimantan Timur,Paser,Paser Balengkong,116.166,-2.002916667,0,0
2847,Kalimantan Timur,Samarinda,Samarinda Ilir,117.1641389,-0.498638889,0,0
2848,Kalimantan Timur,Samarinda,Stamet Samarinda,117.156448,-0.482419,0,0
2849,Kalimantan Timur,Samarinda,Samarinda Sebrang ,117.1333333,-0.516666667,0,0
2850,Kalimantan Timur,Samarinda,Palaran,117.1948889,-0.578972222,0,0
2851,Kalimantan Timur,Samarinda,Samarinda Utara,117.1666667,-0.433333333,0,0
2852,Kalimantan Timur,Samarinda,Sungai Kunjang,117.0833333,-0.533333333,0,0
2853,Kalimantan Timur,Samarinda,Samarinda Utara Lempake,117.1253611,-0.484583333,0,0
2854,Kalimantan Timur,Samarinda,,117.253718,-0.374094,0,0
2855,Kalimantan Timur,PPU,Babulu Darat,116.4485,-1.492611111,0,0
2856,Kalimantan Tengah,KOTAWARINGIN BARAT,Riam Durian,111.336,-2.426,0,0
2857,Kalimantan Tengah,KOTAWARINGIN TIMUR,Stamet Sampit,112.933,-2.55,0,0
2858,Kalimantan Tengah,KOTAWARINGIN TIMUR,Smpk Pelangsian,112.955,-2.606,0,0
2859,Kalimantan Tengah,KOTAWARINGIN TIMUR,Baamang Tengah,112.888,-2.535,0,0
2860,Kalimantan Tengah,KAPUAS,Pulau Petak,114.514,-2.849,0,0
2861,Kalimantan Tengah,BARITO SELATAN,Stamet Buntok,114.898,-1.669,0,0
2862,Kalimantan Tengah,BARITO SELATAN,Buntok,114.846,-1.71,0,0
2863,Kalimantan Tengah,BARITO SELATAN,Bangkuang,114.898,-2.035,0,0
2864,Kalimantan Tengah,BARITO SELATAN,Tabak Kanilan,115.053,-1.554,0,0
2865,Kalimantan Tengah,BARITO SELATAN,Mabuan,114.813,-1.671,0,0
2866,Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,114.849,-2.214,0,0
2867,Kalimantan Tengah,BARITO SELATAN,Dusun Utara,114.864,-1.521,0,0
2868,Kalimantan Tengah,BARITO SELATAN,Karau Kuala,114.852,-1.921,0,0
2869,Kalimantan Tengah,BARITO UTARA,Stamet Muara Teweh,114.883,-0.941,0,0
2870,Kalimantan Tengah,BARITO UTARA,Teweh Tengah,114.894,-0.962,0,0
2871,Kalimantan Tengah,LAMANDAU,Sematu Jaya,111.536,-2.208,0,0
2872,Kalimantan Tengah,SERUYAN,Hanau,112.095,-2.537,0,0
2873,Kalimantan Tengah,KATINGAN,Pulau Malan,113.251,-1.679,0,0
2874,Kalimantan Tengah,PULANG PISAU,Jabiren,114.227,-2.552,0,0
2875,Kalimantan Tengah,BARITO TIMUR,Ampah,115.165,-1.81,0,0
2876,Kalimantan Tengah,BARITO TIMUR,Hayaping,115.245,-1.978,0,0
2877,Kalimantan Tengah,PALANGKARAYA,Stamet Palangkaraya,113.946,-2.228,0,0
2878,Kalimantan Tengah,PALANGKARAYA,Kalampangan,114.007,-2.279,0,0
2879,Aceh,Aceh Utara,Baktiya,97.421,5.076,0,0
2880,Aceh,Aceh Utara,Bpp Lhoksukon,97.33926,5.0595,0,0
2881,Aceh,Aceh Utara,Cot Girek I,97.432,4.95,0,0
2882,Aceh,Aceh Utara,"Klimatologi Panton Labu, Tanah Jambo Aye",97.45911,5.12718,0,0
2883,Aceh,Aceh Utara,Matangkuli,97.293,5.028,0,0
2884,Aceh,Aceh Utara,Meurah Mulia,97.204,5.06,0,0
2885,Aceh,Aceh Utara,Samudera,97.227,5.139,0,0
2886,Aceh,Aceh Utara,Tanah Pasir,97.247,5.13,0,0
2887,Aceh,Aceh Timur,Arr Idi Rayeuk,97.761,4.952,0,0
2888,Aceh,Aceh Timur,Idi Rayeuk,97.775,4.951,0,0
2889,Aceh,Langsa,Kebun Lama Langsa Lama,97.961,4.467,0,0
2890,Aceh,Langsa,Langsa Baro,97.958,4.471,0,0
2891,Aceh,Langsa,Langsa Timur,98.003,4.458,0,0
2892,Aceh,Aceh Tamiang,"Arr Pulo Tiga, Tamiang Hulu",97.952,4.164,0,0
2893,Aceh,Aceh Tamiang,Bandar Pusaka,97.95,4.235,0,0
2894,Aceh,Aceh Tamiang,Kejuruan Muda,97.98,4.07,0,0
2895,Aceh,Aceh Tenggara,Arr Kutacane,97.812,3.48,0,0
2896,Aceh,Aceh Tenggara,Lawe Alas,97.835,3.445,0,0
2897,Sumatera Utara,Asahan,Pertahanan,2.90209,99.86077,0,0
2898,Sumatera Utara,Binjai,Binjai Barat,3.64117,98.33511,0,0
2899,Sumatera Utara,Binjai,Binjai Selatan,3.56043,98.44632,0,0
2900,Sumatera Utara,Binjai,Binjai Timur,3.62097,98.49442,0,0
2901,Sumatera Utara,Binjai,Binjai Utara,3.64117,98.24363,0,0
2902,Sumatera Utara,Deli serdang,Aek Pancur,3.45315,98.7846,0,0
2903,Sumatera Utara,Deli serdang,Bbi Murni Tj. Morawa,3.54924,98.84093,0,0
2904,Sumatera Utara,Deli serdang,Bpp Batang Kuis,3.61,98.78,0,0
2905,Sumatera Utara,Deli serdang,Jaharun B,3.46857,98.8963,0,0
2906,Sumatera Utara,Deli serdang,Khi Greahan,3.35605,98.79641,0,0
2907,Sumatera Utara,Deli serdang,Klambir Lima,3.63601,98.59205,0,0
2908,Sumatera Utara,Deli serdang,Klumpang,3.66714,98.59301,0,0
2909,Sumatera Utara,Deli serdang,Paluh Getah/Paluh Merbau,3.73575,98.76618,0,0
2910,Sumatera Utara,Deli serdang,Pancur Batu,3.5191,98.57572,0,0
2911,Sumatera Utara,Deli serdang,Poktan Pardamean,3.6421,98.82872,0,0
2912,Sumatera Utara,Deli Serdang,Polonia / Kuala Namu,3.64564,98.8849,0,0
2913,Sumatera Utara,Deli serdang,Semayang Empl,3.60211,98.58114,0,0
2914,Sumatera Utara,Deli serdang,Pdam Tirtanadi Sibolangit,3.32679,98.57779,0,0
2915,Sumatera Utara,Deli Serdang,Stageof Tuntungan,3.50083,98.56444,0,0
2916,Sumatera Utara,Deli serdang,Stm Hulu,3.27482,98.70924,0,0
2917,Sumatera Utara,Deli serdang,Tandem Hilir,3.69438,98.50557,0,0
2918,Sumatera Utara,Deli serdang,Tanjung Gorbus,3.5515,98.86729,0,0
2919,Sumatera Utara,Deli serdang,Tanjung Selamat,3.54,98.6,0,0
2920,Sumatera Utara,Labuhan Batu Utara, ,2.34212,99.72619,0,0
2921,Sumatera Utara,Labuhan Batu Utara,Berangir Afd. I,2.21412,99.76875,0,0
2922,Sumatera Utara,Labuhan Batu Utara,Halimbi Div I,2.3221,99.6783,0,0
2923,Sumatera Utara,Labuhan Batu Utara,Halimbi Div Ii,2.3221,99.67583,0,0
2924,Sumatera Utara,Langkat,Batang Serangan ,3.7568,98.2571,0,0
2925,Sumatera Utara,Langkat,Besitang,4.0219,98.1998,0,0
2926,Sumatera Utara,Langkat,Bpp Brandan Barat 1,4.0799,98.2631,0,0
2927,Sumatera Utara,Langkat,Brahrang/ Selesai,3.6071,98.4302,0,0
2928,Sumatera Utara,Langkat,Cempa,3.8747,98.4251,0,0
2929,Sumatera Utara,Langkat,Gebang,3.9554,98.3671,0,0
2930,Sumatera Utara,Langkat,Kuala,3.5277,98.3851,0,0
2931,Sumatera Utara,Langkat,Kwala Begumit,3.6758,98.4433,0,0
2932,Sumatera Utara,Langkat,Padang Tualang,3.8353,98.3327,0,0
2933,Sumatera Utara,Langkat,Pangkalan Susu,4.1022,98.2356,0,0
2934,Sumatera Utara,Langkat,Pardamean,3.7546,98.4469,0,0
2935,Sumatera Utara,Langkat,Pematang Jaya,4.2522,98.1744,0,0
2936,Sumatera Utara,Langkat,Pulau Kampai,4.2019,98.247,0,0
2937,Sumatera Utara,Langkat,Sawit Langkat,3.799,98.255,0,0
2938,Sumatera Utara,Langkat,Secanggang,3.8176,98.5184,0,0
2939,Sumatera Utara,Langkat,Sei Bingei/ Purwo Binangun,3.536,98.5008,0,0
2940,Sumatera Utara,Langkat,Sei Curai Utara,3.9934,98.3304,0,0
2941,Sumatera Utara,Langkat,Sei Lepan,3.9764,98.2779,0,0
2942,Sumatera Utara,Langkat,Sukamakmur,3.6794,98.4541,0,0
2943,Sumatera Utara,Langkat,Tanjung Langkat,3.486,98.3002,0,0
2944,Sumatera Utara,Langkat,Tanjung Pura,3.9001,98.42441,0,0
2945,Sumatera Utara,Langkat,Wampu,3.7438,98.388,0,0
2946,Sumatera Utara,Medan,Bbmkg Wil I Medan,3.58337,98.63354,0,0
2947,Sumatera Utara,Medan,Stamar Belawan,3.8,98.7,0,0
2948,Sumatera Utara,Nias Barat,Puskeswan Mandrehe,1.01758,97.45636,0,0
2949,Sumatera Utara,Nias Utara,Sogawu,1.44076,97.471,0,0
2950,Sumatera Utara,Serdang Bedagai,Mata Pao Pelintahan,3.53151,99.09319,0,0
2951,Sumatera Utara,Serdang Bedagai,Melati,3.53439,98.96189,0,0
2952,Sumatera Utara,Serdang Bedagai,Puslit Karet Sei Putih,3.381,98.879,0,0
2953,Sumatera Utara,Serdang Bedagai,Sei Putih,3.4263,98.86812,0,0
2954,Sumatera Utara,Serdang Bedagai,Sei Rejo,3.49173,99.14762,0,0
2955,Sumatera Utara,Serdang Bedagai,Tanah Raja,3.53471,99.04779,0,0
2956,Sumatera Utara,Simalungun,Gunung Bayu,3.14581,99.37109,0,0
2957,Sumatera Utara,Simalungun,Marjandi,2.92503,98.95468,0,0
2958,Sumatera Utara,Simalungun,Mayang  Empl,3.008,99.354,0,0
2959,Sumatera Utara,Tapanuli Utara,Adian Koting,1.86658,98.91369,0,0
2960,Sumatera Utara,Tapanuli Utara,Garoga,2.01,99.41,0,0
2961,Sumatera Utara,Toba Samosir,Bpk Habinsaran,2.29149,99.26308,0,0
2962,Sumatera Utara,Toba Samosir,Sigumpar,2.388,99.201,0,0
2963,Sumatera Utara,Toba Samosir,Silaen,2.4,99.225,0,0
2964,GORONTALO,GORONTALO,Bilato,122.6393,0.5689,0,0
2965,GORONTALO,BOALEMO,Botumoito,122.3014,0.5102,0,0
2966,GORONTALO,POHUWATO,Popayato,121.4554,0.5039,0,0
2967,GORONTALO,POHUWATO,Marisa,121.914,0.459,0,0
2968,GORONTALO,GORONTALO UTARA,Tolinggula,122.1709,1.0145,0,0
2969,PAPUA,BIAK NUMFOR,Biak,136.12,-1.18,0,0
2970,PAPUA,KEP YAPEN,Serui,136.25,-1.88,0,0
2971,PAPUA,NABIRE,Nabire,135.5,-3.37,0,0
2972,PAPUA,JAYAWIJAYA,Wamena,138.95,-4.07,0,0
2973,PAPUA,KOTA JAYAPURA,Dok Ii Jayapura,140.72,-2.53,0,0
2974,PAPUA,PANIAI,Enarotali,136.35,-3.83,0,0
2975,PAPUA,JAYAPURA,Benyomjaya2,140.2,-2.53,0,0
2976,PAPUA,NABIRE,Lagari Sp1/Bpp Makimi,135.732,-3.171139,0,0
2977,PAPUA,KOTA JAYAPURA,Koya Timur,140.851167,-2.6691,0,0
2978,PAPUA,NABIRE,Jaya Mukti,135.4731167,-3,0,0
2979,PAPUA,NABIRE,Wiraska,135.33795,-3,0,0
2980,PAPUA,NABIRE,Kimi Nusantara,135.5816667,-3,0,0
2981,Sulawesi Tenggara,Bau-bau,Bungi,122.695,-5.341,0,0
2982,Sulawesi Tenggara,Bau-bau,Kaisabu Baru,122.689,-5.476,0,0
2983,Sulawesi Tenggara,Bombana,Teppoe,121.756,-4.816,0,0
2984,Sulawesi Tenggara,Bombana,Taubonto,121.935,-4.718,0,0
2985,Sulawesi Tenggara,Buton,Wakangka,122.828,-5.209,0,0
2986,Sulawesi Tenggara,Buton,Sribatara,123.036,-5.155,0,0
2987,Sulawesi Tenggara,Kendari,Stamar Kendari,122.6,-3.966,0,0
2988,Sulawesi Tenggara,Kendari,Stageof Kendari,122.62,-3.96,0,0
2989,Sulawesi Tenggara,Kendari,Wundubatu,122.54,-4.01,0,0
2990,Sulawesi Tenggara,Kolaka,Stamet Pomalaa,121.6,-4.18,0,0
2991,Sulawesi Tenggara,Kolaka,Rano Jaya,121.504,-4.542,0,0
2992,Sulawesi Tenggara,Kolaka,Kaloloa,121.364,-3.982,0,0
2993,Sulawesi Tenggara,Kolaka Timur,Lapangisi,121.81,-3.87,0,0
2994,Sulawesi Tenggara,Konawe,Puunaha,122.062,-3.834,0,0
2995,Sulawesi Tenggara,Konawe,Padang Mekar,121.888,-3.73,0,0
2996,Sulawesi Tenggara,Konawe,Watundehoa,122.12,-4.046,0,0
2997,Sulawesi Tenggara,Konawe Selatan,Margacinta,122.642,-4.15,0,0
2998,Sulawesi Tenggara,Konawe Utara,Andumowu,122.239,-3.664,0,0
2999,Sulawesi Tenggara,Konawe Utara,Lembo,122.373,-3.749,0,0
3000,Sulawesi Tenggara,Konawe Utara,Molawe,122.196,-3.613,0,0
3001,Sulawesi Tenggara,Konawe Kepulauan,Arg Wawonii Barat,122.99,-4.031,0,0
3002,Sulawesi Tenggara,Kolaka Utara,Arg Kalu-Kaluku,120.892,-3.397,0,0
3003,Jawa Tengah,Banjarnegara,Wanadadi,109.63,-7.37,0,0
3004,Jawa Tengah,Banjarnegara,Purwonegoro,109.56,-7.44,0,0
3005,Jawa Tengah,Banjarnegara,Clangap,109.68,-7.37,0,0
3006,Jawa Tengah,Banjarnegara,Karang Kobar Kec.,109.71,-7.28,0,0
3007,Jawa Tengah,Banjarnegara,Karang Kobar Bpp,109.74,-7.27,0,0
3008,Jawa Tengah,Banjarnegara,Sigaluh,109.76,-7.4,0,0
3009,Jawa Tengah,Banjarnegara,Stageof Banjarnegara,109.7,-7.36,0,0
3010,Jawa Tengah,Banjarnegara,Karang Kobar Bkph,109.71,-7.28,0,0
3011,Jawa Tengah,Banjarnegara,Pandanarum Rph,109.58,-7.25,0,0
3012,Jawa Tengah,Banjarnegara,Wanayasa,109.75,-7.24,0,0
3013,Jawa Tengah,BANYUMAS,Arcawinangun Php,109.1,-7.41,0,0
3014,Jawa Tengah,BANYUMAS,Bj.Sari-Kembaran-Bms,109.27,-7.45,0,0
3015,Jawa Tengah,BANYUMAS,Kec. Baturaden/Rempoah,109.19,-7.29,0,0
3016,Jawa Tengah,BANYUMAS,Cikidang Bpp,109.13,-7.4,0,0
3017,Jawa Tengah,BANYUMAS,Bbi Singasari,109.17,-7.39,0,0
3018,Jawa Tengah,BANYUMAS,Bd.Ketenger,109.22,-7.33,0,0
3019,Jawa Tengah,BANYUMAS,Bkph Baturaden,109.23,-7.31,0,0
3020,Jawa Tengah,BANYUMAS,Bd.Sumbang,109.26,-7.21,0,0
3021,Jawa Tengah,Batang,Blado Sp,109.83,-7.07,0,0
3022,Jawa Tengah,Batang,Bawang,109.92,-7.1,0,0
3023,Jawa Tengah,Batang,Limpung Medono,109.92,-7.03,0,0
3024,Jawa Tengah,Batang,Limpung,109.92,-7.02,0,0
3025,Jawa Tengah,Batang,Kandeman,109.77,-6.94,0,0
3026,Jawa Tengah,Batang,Ptpn Tombo Batang,109.78,-7.09,0,0
